order_key,order_id,order_date_key,ship_date_key
1254,CA-2016-155439,20160914,20160918
1255,CA-2016-118626,20160815,20160820
1256,CA-2015-111458,20150926,20150930
1257,US-2016-126844,20161008,20161014
1258,US-2015-112508,20150324,20150330
1259,CA-2015-147788,20150531,20150604
1260,CA-2015-144288,20151225,20151231
1261,CA-2015-110632,20150317,20150322
1262,CA-2017-109589,20171221,20171224
1263,CA-2017-123967,20171101,20171103
1264,CA-2017-148929,20170907,20170911
1265,CA-2017-134404,20171227,20171227
1266,CA-2017-109778,20170716,20170721
1267,CA-2016-155845,20160812,20160815
1268,CA-2017-145128,20170709,20170714
1269,CA-2014-129091,20141122,20141127
1270,US-2014-155502,20140126,20140131
1271,CA-2015-121041,20151103,20151110
1272,CA-2017-131695,20170630,20170706
1273,CA-2016-137729,20160505,20160509
1274,US-2016-115455,20160908,20160914
1275,CA-2017-128300,20171124,20171126
1276,CA-2017-149048,20170513,20170517
1277,CA-2017-108553,20170423,20170429
1278,CA-2016-165848,20160604,20160604
1279,CA-2014-112718,20141216,20141221
1280,CA-2016-154053,20160304,20160310
1281,CA-2014-127446,20141125,20141130
1282,CA-2016-137204,20160428,20160505
1283,CA-2014-147298,20140426,20140503
1284,CA-2017-147942,20170401,20170405
1285,CA-2017-115931,20171222,20171226
1286,CA-2014-164861,20141203,20141206
1287,CA-2017-127180,20171022,20171024
1288,US-2017-165344,20171113,20171115
1289,CA-2015-168186,20150910,20150915
1290,US-2017-110604,20170515,20170520
1291,CA-2015-116750,20150705,20150710
1292,CA-2015-162369,20150815,20150819
1293,CA-2017-108441,20170612,20170618
1294,CA-2015-169740,20150220,20150225
1295,CA-2016-124051,20161229,20161230
1296,CA-2016-149111,20160417,20160421
1297,CA-2014-131002,20140907,20140912
1298,US-2016-146794,20160926,20161001
1299,CA-2017-112515,20170917,20170921
1300,CA-2016-150343,20160816,20160820
1301,CA-2015-135538,20151224,20151228
1302,CA-2017-123372,20171128,20171202
1303,CA-2017-159604,20170414,20170415
1304,CA-2016-164784,20160501,20160504
1305,CA-2016-111794,20161001,20161001
1306,US-2015-139759,20150825,20150830
1307,CA-2014-126403,20140909,20140912
1308,CA-2017-136875,20171203,20171203
1309,CA-2017-132185,20171127,20171202
1310,US-2014-160780,20140621,20140621
1311,CA-2017-127026,20170121,20170127
1312,CA-2017-137085,20170629,20170706
1313,CA-2016-133123,20160906,20160911
1314,US-2016-128195,20160804,20160805
1315,CA-2015-153220,20151112,20151114
1316,CA-2014-123064,20140630,20140702
1317,CA-2017-156412,20171204,20171208
1318,US-2016-144211,20160828,20160902
1319,CA-2016-138079,20160122,20160128
1320,CA-2014-143182,20141015,20141020
1321,CA-2016-161662,20160207,20160209
1322,CA-2014-145317,20140318,20140323
1323,CA-2014-143413,20140524,20140530
1324,CA-2017-156818,20170711,20170713
1325,CA-2017-155873,20170616,20170621
1326,CA-2015-121797,20150130,20150206
1327,US-2015-120572,20151211,20151215
1328,CA-2017-132430,20171009,20171011
1329,CA-2017-146031,20170729,20170801
1330,CA-2014-110100,20140425,20140429
1331,CA-2015-103723,20151201,20151206
1332,CA-2014-127187,20141204,20141208
1333,CA-2017-128475,20170826,20170901
1334,CA-2014-100006,20140907,20140913
1335,CA-2017-144827,20171221,20171227
1336,CA-2014-110030,20141206,20141208
1337,CA-2014-121286,20141104,20141108
1338,CA-2016-164735,20160414,20160419
1339,CA-2014-153479,20141004,20141008
1340,CA-2017-149888,20171107,20171113
1341,CA-2017-119193,20171222,20171224
1342,CA-2017-104801,20170213,20170219
1343,CA-2014-107594,20140702,20140706
1344,CA-2015-129770,20150221,20150223
1345,CA-2015-115798,20151113,20151119
1346,CA-2017-122707,20170416,20170418
1347,CA-2016-165015,20160225,20160227
1348,CA-2014-149244,20141104,20141108
1349,CA-2015-140144,20150620,20150625
1350,CA-2017-163321,20170807,20170811
1351,CA-2014-155887,20140512,20140517
1352,US-2015-165449,20151122,20151126
1353,CA-2015-110247,20151204,20151208
1354,US-2014-141257,20140608,20140614
1355,CA-2014-154669,20140808,20140811
1356,CA-2014-158029,20140526,20140530
1357,CA-2015-155306,20150417,20150421
1358,CA-2016-127775,20160611,20160613
1359,CA-2016-146171,20160311,20160315
1360,CA-2014-129574,20140526,20140529
1361,CA-2017-126536,20171012,20171014
1362,CA-2017-165757,20170622,20170628
1363,CA-2017-167752,20170115,20170118
1364,US-2015-122140,20150402,20150407
1365,CA-2016-163986,20160903,20160910
1366,CA-2017-158967,20171210,20171212
1367,CA-2016-131576,20161122,20161126
1368,CA-2017-143455,20171111,20171118
1369,CA-2016-144729,20161021,20161025
1370,CA-2015-127019,20151221,20151225
1371,CA-2015-138534,20150717,20150719
1372,CA-2017-108322,20170430,20170505
1373,CA-2017-167668,20170506,20170508
1374,CA-2017-146724,20171120,20171127
1375,CA-2016-139878,20161111,20161116
1376,US-2016-106677,20161105,20161110
1377,CA-2016-116974,20161009,20161015
1378,CA-2015-149972,20150921,20150923
1379,US-2014-117744,20141202,20141206
1380,CA-2014-125514,20140921,20140922
1381,CA-2014-154599,20140412,20140417
1382,CA-2017-158743,20171020,20171027
1383,CA-2016-153318,20161025,20161028
1384,US-2015-110163,20151101,20151104
1385,CA-2017-143329,20171103,20171108
1386,CA-2015-159380,20150512,20150516
1387,CA-2015-122623,20150907,20150911
1388,CA-2015-148635,20150725,20150727
1389,CA-2015-135685,20151116,20151118
1390,CA-2015-104626,20150901,20150908
1391,CA-2016-160500,20160505,20160508
1392,CA-2017-100202,20161231,20170105
1393,CA-2017-131016,20170918,20170920
1394,US-2014-112914,20140925,20140930
1395,CA-2016-124149,20160423,20160426
1396,CA-2014-148915,20141101,20141105
1397,CA-2017-134649,20170126,20170131
1398,CA-2017-110842,20171111,20171116
1399,CA-2016-147368,20160609,20160612
1400,US-2015-104185,20150903,20150908
1401,US-2014-125521,20140314,20140319
1402,US-2017-135062,20170831,20170904
1403,CA-2017-135650,20170323,20170327
1404,CA-2017-112865,20170518,20170522
1405,US-2016-162852,20161227,20161231
1406,CA-2017-138163,20171117,20171120
1407,CA-2017-152093,20170910,20170915
1408,CA-2017-157854,20170408,20170415
1409,CA-2016-123617,20161128,20161203
1410,US-2016-128293,20160602,20160605
1411,CA-2017-107342,20171217,20171222
1412,CA-2016-136371,20160319,20160321
1413,CA-2017-137344,20170820,20170820
1414,CA-2017-169810,20170725,20170731
1415,CA-2016-128594,20160826,20160829
1416,CA-2016-154690,20160815,20160817
1417,CA-2017-138975,20170519,20170523
1418,CA-2017-106537,20170812,20170817
1419,US-2017-103828,20170813,20170813
1420,CA-2016-115588,20161110,20161112
1421,CA-2017-143861,20170612,20170619
1422,CA-2014-148040,20140322,20140326
1423,CA-2017-135167,20170615,20170620
1424,CA-2017-137022,20171116,20171122
1425,US-2017-102638,20171229,20171231
1426,US-2016-167339,20160121,20160123
1427,CA-2016-152072,20160115,20160119
1428,CA-2016-102932,20160919,20160923
1429,CA-2014-165540,20140221,20140225
1430,CA-2016-130799,20161111,20161116
1431,CA-2016-164483,20160130,20160203
1432,US-2016-159856,20161018,20161022
1433,CA-2017-102099,20171218,20171219
1434,CA-2017-164049,20171102,20171106
1435,CA-2014-142727,20140429,20140501
1436,CA-2017-139913,20171023,20171029
1437,CA-2014-169033,20140330,20140403
1438,US-2016-164630,20160104,20160109
1439,US-2015-114839,20150426,20150430
1440,CA-2015-166464,20150912,20150917
1441,CA-2017-124898,20170911,20170915
1442,CA-2016-164035,20160612,20160617
1443,CA-2016-153577,20160627,20160701
1444,CA-2014-127586,20140926,20140930
1445,CA-2017-121615,20171103,20171109
1446,CA-2017-166415,20170219,20170223
1447,CA-2015-118444,20151105,20151109
1448,CA-2014-113929,20140616,20140621
1449,CA-2015-134747,20151012,20151017
1450,CA-2017-155047,20170827,20170830
1451,CA-2016-160129,20161123,20161123
1452,CA-2017-164329,20170130,20170130
1453,US-2015-141453,20151130,20151203
1454,CA-2014-156993,20140628,20140704
1455,CA-2014-157721,20140902,20140905
1456,CA-2017-128629,20170710,20170714
1457,CA-2017-158106,20170604,20170610
1458,US-2017-120390,20171019,20171026
1459,CA-2017-143434,20171118,20171124
1460,CA-2015-168564,20150808,20150808
1461,US-2016-169040,20161206,20161212
1462,CA-2017-155880,20170325,20170331
1463,CA-2017-126242,20171119,20171124
1464,CA-2016-166443,20161104,20161105
1465,CA-2017-169859,20171214,20171218
1466,CA-2017-134915,20171112,20171112
1467,CA-2016-153353,20160818,20160824
1468,CA-2017-123638,20170627,20170704
1469,CA-2017-168900,20170504,20170509
1470,CA-2015-158456,20151224,20151229
1471,CA-2017-143665,20170426,20170501
1472,CA-2017-137428,20171216,20171221
1473,CA-2014-162866,20141227,20141231
1474,CA-2017-167941,20171106,20171109
1475,CA-2017-111808,20171216,20171220
1476,CA-2015-137512,20150507,20150512
1477,CA-2017-139773,20171204,20171204
1478,CA-2017-134607,20171003,20171008
1479,CA-2014-109232,20140113,20140116
1480,CA-2015-139850,20150612,20150617
1481,CA-2014-131310,20140712,20140718
1482,US-2014-112872,20141206,20141211
1483,CA-2016-139269,20160525,20160530
1484,CA-2016-139010,20160221,20160226
1485,CA-2016-134376,20161002,20161006
1486,CA-2017-147291,20170311,20170317
1487,CA-2016-112893,20160909,20160913
1488,US-2014-150532,20140714,20140721
1489,CA-2014-138317,20140621,20140625
1490,CA-2015-130610,20150705,20150710
1491,CA-2017-104381,20171216,20171223
1492,CA-2016-131499,20160908,20160910
1493,CA-2014-148761,20140517,20140521
1494,CA-2017-116519,20171013,20171015
1495,CA-2014-130729,20141024,20141029
1496,CA-2016-124772,20161205,20161206
1497,CA-2016-115525,20160725,20160729
1498,CA-2017-134845,20170417,20170423
1499,US-2015-138919,20150917,20150921
1500,US-2016-160528,20160823,20160830
1501,CA-2015-123568,20151108,20151114
1502,CA-2017-124674,20171117,20171123
1503,CA-2015-164441,20151108,20151113
1504,CA-2017-169054,20170422,20170426
1505,CA-2014-106719,20140824,20140824
1506,CA-2017-116855,20171217,20171221
1507,US-2016-164189,20160324,20160328
1508,CA-2015-168480,20150921,20150927
1509,US-2016-114293,20161121,20161126
1510,CA-2017-134173,20170916,20170921
1511,US-2015-123960,20150611,20150616
1512,CA-2017-101749,20171003,20171008
1513,US-2016-147991,20160505,20160509
1514,CA-2017-149559,20170911,20170912
1515,CA-2015-135174,20150430,20150502
1516,CA-2017-125290,20171106,20171110
1517,CA-2014-137351,20140930,20141004
1518,CA-2017-121419,20170402,20170404
1519,US-2017-148054,20171006,20171011
1520,CA-2016-128517,20160409,20160414
1521,US-2015-100377,20150828,20150901
1522,CA-2017-131492,20171019,20171024
1523,CA-2016-144554,20161107,20161112
1524,CA-2017-127621,20170303,20170307
1525,CA-2015-145184,20151127,20151129
1526,CA-2017-106859,20170313,20170318
1527,US-2017-120089,20171130,20171130
1528,CA-2014-119375,20141117,20141122
1529,CA-2016-125206,20160103,20160105
1530,CA-2015-126137,20151003,20151008
1531,CA-2014-143903,20140720,20140724
1532,CA-2014-104780,20140521,20140525
1533,CA-2017-101182,20170904,20170905
1534,US-2017-132297,20170527,20170602
1535,CA-2014-100328,20140128,20140203
1536,CA-2017-118773,20170209,20170214
1537,US-2017-159205,20170331,20170402
1538,CA-2016-112123,20160303,20160308
1539,CA-2015-114468,20150823,20150823
1540,CA-2017-135692,20170427,20170501
1541,CA-2017-131233,20170414,20170419
1542,CA-2017-119578,20171222,20171227
1543,CA-2016-124562,20161208,20161212
1544,US-2017-140074,20170323,20170329
1545,CA-2016-103037,20160725,20160729
1546,CA-2017-127460,20170710,20170714
1547,CA-2016-121671,20160717,20160722
1548,CA-2016-150350,20160823,20160830
1549,CA-2015-121720,20150611,20150612
1550,CA-2017-149895,20170908,20170912
1551,CA-2017-147564,20171002,20171006
1552,CA-2014-136399,20141216,20141217
1553,CA-2014-107916,20140824,20140826
1554,CA-2017-164168,20171112,20171118
1555,CA-2015-112557,20150425,20150428
1556,US-2014-122959,20141212,20141212
1557,CA-2017-162572,20170925,20170927
1558,US-2016-148110,20160905,20160911
1559,CA-2017-131828,20170211,20170213
1560,CA-2014-109218,20140630,20140703
1561,CA-2016-120558,20160607,20160610
1562,US-2014-109036,20141220,20141225
1563,CA-2015-147830,20151215,20151218
1564,CA-2017-150497,20170720,20170724
1565,CA-2014-128986,20140803,20140805
1566,CA-2015-139584,20150824,20150828
1567,US-2016-162677,20160326,20160327
1568,US-2014-150924,20140912,20140916
1569,CA-2014-153969,20140921,20140925
1570,CA-2016-146682,20161029,20161031
1571,CA-2016-138695,20160528,20160603
1572,CA-2017-107461,20171221,20171226
1573,US-2016-133879,20160321,20160328
1574,CA-2017-157483,20171111,20171118
1575,US-2017-132059,20170923,20170929
1576,CA-2017-122280,20170910,20170910
1577,CA-2017-105235,20171205,20171211
1578,CA-2017-152912,20171109,20171112
1579,CA-2014-123498,20141107,20141109
1580,CA-2017-159352,20170312,20170317
1581,US-2017-146416,20171020,20171022
1582,US-2015-163783,20151227,20160101
1583,CA-2017-123981,20171002,20171008
1584,CA-2017-158953,20170604,20170608
1585,CA-2014-165428,20140901,20140904
1586,CA-2016-169026,20160808,20160813
1587,CA-2017-109750,20170722,20170728
1588,CA-2015-149384,20150710,20150710
1589,CA-2014-131527,20141201,20141207
1590,CA-2017-164000,20171218,20171222
1591,CA-2014-164224,20140518,20140520
1592,CA-2014-158372,20141110,20141116
1593,CA-2016-108882,20160109,20160115
1594,US-2017-108245,20170922,20170927
1595,CA-2014-142314,20141223,20141228
1596,CA-2016-132409,20160526,20160601
1597,CA-2017-150189,20170708,20170710
1598,CA-2014-114433,20140513,20140517
1599,CA-2017-104640,20171110,20171116
1600,US-2015-137008,20151002,20151008
1601,CA-2014-108189,20141002,20141005
1602,CA-2014-154641,20140811,20140816
1603,CA-2017-131625,20170901,20170905
1604,US-2017-156356,20170416,20170422
1605,CA-2016-138933,20160424,20160427
1606,CA-2016-140746,20160115,20160115
1607,CA-2016-146836,20160502,20160502
1608,US-2016-127971,20161120,20161127
1609,US-2016-140809,20160201,20160203
1610,CA-2017-114524,20170331,20170405
1611,CA-2017-113355,20171201,20171205
1612,US-2017-140907,20171210,20171212
1613,CA-2016-159730,20160917,20160921
1614,CA-2016-157868,20161223,20161229
1615,CA-2017-119389,20170417,20170419
1616,CA-2017-110373,20171027,20171030
1617,CA-2016-155474,20160708,20160714
1618,CA-2015-155453,20150809,20150814
1619,US-2016-161844,20161209,20161214
1620,US-2016-162103,20161113,20161117
1621,CA-2014-151554,20141114,20141115
1622,CA-2014-140662,20141117,20141119
1623,CA-2016-122518,20160304,20160308
1624,US-2014-126571,20141011,20141015
1625,CA-2014-143840,20140522,20140529
1626,CA-2014-115980,20140715,20140719
1627,CA-2015-155145,20151227,20151229
1628,CA-2015-146038,20150209,20150216
1629,CA-2017-133865,20170508,20170512
1630,CA-2017-116358,20171102,20171106
1631,CA-2014-102988,20140405,20140409
1632,US-2014-117170,20140917,20140924
1633,CA-2014-159478,20140930,20141006
1634,CA-2014-103702,20140912,20140917
1635,CA-2017-150525,20170220,20170225
1636,CA-2015-157770,20151213,20151215
1637,CA-2016-167290,20161030,20161104
1638,CA-2014-106264,20141226,20141230
1639,CA-2014-138023,20140815,20140818
1640,CA-2017-113418,20171001,20171003
1641,US-2015-110569,20150523,20150530
1642,CA-2017-136308,20171116,20171116
1643,US-2014-159926,20141118,20141122
1644,CA-2014-104738,20141230,20150101
1645,CA-2015-144386,20151105,20151111
1646,CA-2016-111416,20160917,20160922
1647,CA-2016-162747,20160320,20160325
1648,US-2014-133130,20140927,20141001
1649,CA-2017-169978,20171224,20171228
1650,CA-2017-161739,20171110,20171115
1651,CA-2015-165057,20150911,20150915
1652,CA-2014-134551,20141220,20141225
1653,CA-2015-120810,20150723,20150727
1654,CA-2014-165309,20141111,20141115
1655,CA-2017-122595,20171214,20171220
1656,US-2017-109253,20170821,20170822
1657,CA-2016-145982,20160827,20160901
1658,CA-2015-112014,20150813,20150820
1659,CA-2017-154732,20171105,20171107
1660,US-2016-157308,20160817,20160821
1661,CA-2016-147536,20161226,20161231
1662,US-2014-134733,20140923,20140928
1663,US-2014-150434,20140719,20140724
1664,CA-2017-100335,20170907,20170913
1665,CA-2016-139234,20160506,20160510
1666,US-2015-142020,20150604,20150608
1667,CA-2015-139962,20151213,20151220
1668,CA-2016-130050,20160716,20160718
1669,CA-2014-115161,20140131,20140202
1670,CA-2014-165379,20140709,20140715
1671,CA-2015-115511,20151121,20151125
1672,CA-2016-134887,20160325,20160325
1673,CA-2017-123778,20170923,20170930
1674,CA-2015-161718,20151204,20151210
1675,CA-2016-100671,20161101,20161104
1676,CA-2017-142867,20170317,20170321
1677,CA-2017-103156,20171123,20171124
1678,US-2017-162208,20170827,20170830
1679,CA-2015-130659,20151204,20151209
1680,CA-2017-148404,20171007,20171011
1681,CA-2017-101077,20170325,20170330
1682,CA-2014-166471,20140809,20140813
1683,CA-2014-105340,20141122,20141125
1684,US-2017-131583,20170610,20170610
1685,US-2017-148362,20170701,20170708
1686,CA-2014-102274,20141121,20141126
1687,CA-2015-129700,20150504,20150505
1688,CA-2017-168739,20170529,20170605
1689,CA-2015-152527,20151017,20151017
1690,US-2014-150119,20140423,20140427
1691,US-2017-150847,20170430,20170506
1692,CA-2016-100244,20160920,20160924
1693,CA-2016-116540,20160902,20160902
1694,CA-2015-151841,20150427,20150502
1695,CA-2015-150791,20150906,20150913
1696,CA-2016-134803,20160528,20160603
1697,CA-2015-153381,20150924,20150928
1698,US-2017-111024,20170703,20170706
1699,CA-2017-148264,20171208,20171209
1700,CA-2017-131212,20171205,20171209
1701,US-2015-100531,20150927,20150929
1702,CA-2017-152583,20171030,20171030
1703,CA-2015-144099,20151129,20151130
1704,CA-2014-158337,20140311,20140314
1705,CA-2017-168858,20171119,20171123
1706,CA-2016-116344,20160729,20160802
1707,CA-2015-131779,20150612,20150617
1708,CA-2016-158869,20160806,20160807
1709,CA-2017-102554,20170611,20170615
1710,CA-2016-162614,20161007,20161013
1711,CA-2014-168592,20140908,20140914
1712,CA-2014-157609,20140316,20140321
1713,CA-2015-153325,20150301,20150302
1714,CA-2015-153626,20150709,20150714
1715,CA-2016-166485,20160220,20160227
1716,CA-2017-136448,20170916,20170918
1717,CA-2017-114258,20171105,20171110
1718,CA-2015-152611,20150220,20150223
1719,CA-2016-165470,20161125,20161130
1720,CA-2017-128699,20171203,20171205
1721,US-2015-147242,20150910,20150914
1722,CA-2016-146143,20161214,20161219
1723,CA-2015-100888,20150406,20150410
1724,US-2016-150035,20161201,20161205
1725,CA-2017-122644,20171112,20171117
1726,CA-2017-111815,20170303,20170310
1727,CA-2016-144911,20161127,20161130
1728,CA-2014-143385,20140831,20140905
1729,CA-2016-131289,20161208,20161214
1730,CA-2014-124023,20140407,20140410
1731,CA-2014-124688,20140827,20140829
1732,CA-2016-151169,20161021,20161026
1733,US-2016-134761,20161130,20161130
1734,CA-2017-120705,20170905,20170911
1735,CA-2015-157322,20150702,20150706
1736,CA-2017-142034,20170924,20170928
1737,CA-2016-107328,20160808,20160815
1738,CA-2016-108616,20160929,20161003
1739,CA-2017-125115,20170410,20170410
1740,CA-2016-150945,20161218,20161220
1741,CA-2014-166863,20140620,20140624
1742,CA-2017-140326,20170904,20170906
1743,CA-2016-168536,20161220,20161224
1744,US-2016-113649,20160809,20160812
1745,CA-2015-124975,20150622,20150625
1746,CA-2015-168767,20150410,20150415
1747,CA-2016-114482,20161121,20161125
1748,CA-2016-137673,20160905,20160910
1749,CA-2016-132731,20161124,20161128
1750,CA-2017-148922,20171210,20171215
1751,CA-2016-130680,20160624,20160629
1752,CA-2015-141145,20150917,20150923
1753,US-2016-152835,20160519,20160523
1754,CA-2016-155565,20160528,20160528
1755,CA-2014-110849,20140418,20140423
1756,CA-2016-145842,20160617,20160620
1757,CA-2014-158771,20140509,20140509
1758,CA-2016-157511,20160918,20160920
1759,CA-2017-121216,20171223,20171225
1760,CA-2017-155292,20171030,20171101
1761,CA-2016-152555,20160329,20160402
1762,CA-2017-107832,20171123,20171126
1763,CA-2014-120838,20140323,20140326
1764,CA-2017-118542,20171201,20171205
1765,CA-2017-152737,20171107,20171112
1766,CA-2017-109757,20170904,20170909
1767,CA-2016-130029,20160703,20160706
1768,CA-2017-103877,20170907,20170914
1769,CA-2016-137176,20160909,20160914
1770,CA-2017-168109,20170703,20170703
1771,US-2017-126081,20170629,20170704
1772,CA-2017-117023,20170807,20170812
1773,CA-2015-143532,20150319,20150324
1774,CA-2016-103163,20160607,20160611
1775,CA-2016-104157,20160725,20160729
1776,CA-2017-117807,20171001,20171007
1777,CA-2015-121650,20151210,20151216
1778,CA-2017-161823,20170903,20170908
1779,CA-2017-121839,20170924,20170928
1780,CA-2017-158729,20171219,20171221
1781,CA-2017-146535,20171124,20171130
1782,CA-2014-154186,20141213,20141215
1783,CA-2016-108434,20161205,20161207
1784,CA-2016-164154,20160911,20160917
1785,CA-2017-148012,20171209,20171215
1786,CA-2014-102869,20140909,20140914
1787,CA-2017-138310,20170626,20170630
1788,CA-2014-159835,20141117,20141124
1789,CA-2017-112956,20170821,20170827
1790,CA-2016-119683,20160312,20160316
1791,CA-2014-163559,20140923,20140928
1792,CA-2014-140228,20140428,20140503
1793,US-2016-131674,20161129,20161201
1794,CA-2015-110093,20151203,20151208
1795,CA-2017-112529,20171119,20171121
1796,CA-2016-154536,20160905,20160909
1797,CA-2017-141929,20170904,20170908
1798,CA-2016-109743,20160922,20160929
1799,CA-2014-159184,20140914,20140919
1800,CA-2017-113530,20170519,20170521
1801,CA-2014-169726,20140809,20140813
1802,CA-2017-155957,20171126,20171130
1803,CA-2017-132178,20170503,20170508
1804,CA-2016-145177,20161110,20161114
1805,CA-2014-156594,20141220,20141223
1806,CA-2014-146528,20140725,20140727
1807,CA-2015-168459,20151122,20151127
1808,CA-2017-109960,20171209,20171211
1809,CA-2017-133004,20170831,20170905
1810,CA-2017-168102,20170424,20170430
1811,CA-2017-158036,20170908,20170914
1812,CA-2015-128083,20150312,20150317
1813,CA-2016-161676,20160718,20160723
1814,CA-2016-155005,20160613,20160615
1815,US-2017-129777,20170703,20170709
1816,CA-2014-129364,20141208,20141213
1817,CA-2016-104969,20160408,20160414
1818,CA-2017-154109,20171106,20171111
1819,CA-2015-156440,20151205,20151209
1820,CA-2015-132626,20150709,20150714
1821,CA-2016-102792,20161213,20161219
1822,CA-2016-108567,20160520,20160524
1823,CA-2017-140760,20170602,20170605
1824,US-2015-131359,20151030,20151102
1825,CA-2016-142097,20161015,20161020
1826,CA-2015-151680,20151119,20151121
1827,CA-2014-140039,20140913,20140917
1828,CA-2017-160416,20171113,20171118
1829,CA-2017-169411,20171224,20171229
1830,CA-2016-126543,20160109,20160113
1831,CA-2015-104941,20150613,20150619
1832,CA-2017-160087,20170318,20170322
1833,CA-2014-120544,20141123,20141127
1834,CA-2017-113670,20171015,20171017
1835,CA-2017-166198,20170421,20170424
1836,CA-2014-135608,20141208,20141210
1837,CA-2017-144568,20170529,20170602
1838,CA-2016-142370,20160919,20160923
1839,CA-2016-105900,20160917,20160923
1840,CA-2016-151155,20161220,20161224
1841,CA-2017-144036,20171122,20171126
1842,US-2014-169789,20141230,20150104
1843,CA-2017-127264,20170403,20170405
1844,CA-2016-151512,20161226,20170102
1845,CA-2016-165169,20160605,20160611
1846,CA-2015-109575,20150918,20150923
1847,CA-2017-168193,20170306,20170311
1848,CA-2016-115476,20160317,20160317
1849,CA-2016-133340,20161209,20161213
1850,CA-2016-137848,20160115,20160121
1851,CA-2014-113047,20141024,20141024
1852,CA-2016-149979,20160923,20160928
1853,CA-2017-161956,20170827,20170829
1854,CA-2016-116799,20160303,20160306
1855,CA-2016-111283,20160229,20160304
1856,CA-2015-167745,20150918,20150923
1857,CA-2017-104577,20170512,20170517
1858,CA-2016-156251,20160813,20160818
1859,CA-2017-125878,20170225,20170302
1860,CA-2016-163153,20160321,20160325
1861,CA-2015-103205,20151208,20151210
1862,CA-2014-153913,20141216,20141220
1863,CA-2016-155530,20161217,20161221
1864,US-2016-101196,20160512,20160517
1865,CA-2014-115357,20140806,20140811
1866,US-2014-102715,20140411,20140413
1867,CA-2015-107937,20150503,20150508
1868,US-2017-148768,20171130,20171202
1869,CA-2017-118521,20170216,20170220
1870,CA-2014-149643,20141116,20141120
1871,CA-2015-135314,20150709,20150714
1872,CA-2017-165204,20171113,20171116
1873,CA-2017-125752,20170731,20170804
1874,CA-2017-112487,20171226,20171230
1875,CA-2016-144218,20161031,20161104
1876,CA-2016-169971,20160904,20160909
1877,US-2016-133508,20160417,20160421
1878,CA-2014-107139,20140705,20140711
1879,CA-2015-111325,20150227,20150228
1880,CA-2015-163762,20151127,20151201
1881,US-2014-117163,20140127,20140202
1882,CA-2017-121314,20170923,20170926
1883,CA-2017-147760,20171104,20171105
1884,CA-2016-156503,20161014,20161020
1885,CA-2015-113628,20151112,20151119
1886,CA-2017-147753,20170305,20170305
1887,CA-2015-103961,20151105,20151109
1888,CA-2016-152471,20160708,20160708
1889,CA-2015-102582,20150915,20150919
1890,CA-2017-141873,20171009,20171014
1891,CA-2015-140984,20150914,20150918
1892,CA-2014-132801,20141007,20141012
1893,CA-2017-141733,20170507,20170511
1894,US-2015-111927,20151114,20151119
1895,CA-2014-105984,20141124,20141124
1896,CA-2014-100363,20140408,20140415
1897,CA-2014-126760,20140726,20140802
1898,US-2014-109162,20140608,20140612
1899,CA-2014-101931,20141028,20141031
1900,CA-2017-129000,20171125,20171127
1901,CA-2017-161053,20170922,20170923
1902,CA-2015-142377,20151204,20151209
1903,CA-2015-127593,20150921,20150921
1904,CA-2017-130526,20171126,20171129
1905,US-2017-131849,20170606,20170610
1906,US-2017-105389,20171023,20171028
1907,CA-2014-140816,20141220,20141220
1908,CA-2017-154039,20170217,20170222
1909,CA-2014-135755,20140503,20140510
1910,CA-2017-123246,20171017,20171019
1911,CA-2015-157133,20151128,20151203
1912,CA-2014-124709,20140727,20140729
1913,CA-2017-146360,20170423,20170425
1914,CA-2015-132486,20151023,20151027
1915,CA-2016-136231,20160905,20160907
1916,CA-2016-140641,20161028,20161102
1917,CA-2014-151001,20140405,20140407
1918,CA-2015-129896,20150615,20150620
1919,CA-2014-152849,20140705,20140712
1920,US-2017-127341,20170129,20170202
1921,CA-2016-167759,20160303,20160308
1922,CA-2014-100895,20140602,20140606
1923,US-2016-163881,20161124,20161130
1924,US-2016-144547,20161110,20161114
1925,US-2014-112200,20141122,20141128
1926,CA-2017-110212,20170501,20170505
1927,CA-2017-134285,20171207,20171212
1928,CA-2017-102267,20171130,20171204
1929,CA-2017-157980,20171207,20171209
1930,CA-2015-121097,20150103,20150108
1931,CA-2015-151043,20151114,20151120
1932,US-2015-119312,20151002,20151007
1933,CA-2015-167010,20150405,20150410
1934,CA-2017-126788,20170605,20170606
1935,CA-2017-148068,20170918,20170925
1936,US-2017-142573,20170718,20170723
1937,US-2015-148817,20151201,20151207
1938,CA-2016-110044,20160628,20160702
1939,CA-2017-146920,20170828,20170901
1940,CA-2014-103940,20140917,20140921
1941,CA-2016-162082,20160314,20160317
1942,CA-2016-132094,20160826,20160902
1943,CA-2017-123001,20170902,20170908
1944,CA-2015-118955,20150616,20150620
1945,US-2016-143448,20161210,20161210
1946,CA-2017-117863,20170518,20170523
1947,CA-2017-160458,20170527,20170529
1948,US-2016-142685,20160623,20160630
1949,CA-2016-133144,20160516,20160521
1950,CA-2017-167871,20171118,20171123
1951,CA-2016-119963,20161118,20161122
1952,CA-2014-121167,20141128,20141130
1953,US-2016-151862,20160301,20160308
1954,CA-2017-152961,20170115,20170119
1955,CA-2014-133228,20140404,20140409
1956,CA-2016-114951,20160626,20160703
1957,CA-2016-156573,20160529,20160602
